finess,Sources,lib_reg,code_reg,raison_sociale,lib_cat,repondant,resultat_tda,resultat_trd,tda_c_etbt,tda_c_ichaut_etbt,tda_c_icbas_etbt,tda_c_den_etbt,trd_c_etbt,trd_c_ichaut_etbt,trd_c_icbas_etbt,trd_c_den_etbt
190000075,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER  USSEL,CH,Oui,Pas de contrôle,Pas de contrôle,75.08,77.77,72.39,60,28.57,42,17,56
190000224,2015,Nouvelle Aquitaine,75,CMC LES CEDRES BRIVE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.41,95.9,92.92,60,33.33,47,22,60
190000257,2015,Nouvelle Aquitaine,75,CLINIQUE SAINT-GERMAIN  BRIVE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.12,96.38,91.87,60,64,77,49,50
200200145,2015,Corse,94,POLYCLINIQUE LA RESIDENCE,Privé,Oui,Pas de contrôle,Pas de contrôle,89.22,93.17,85.27,60,68.42,80,55,57
210011847,2015,Bourgogne-Franche-Comté,27,POLYCLINIQUE DU PARC DREVON,Privé,Oui,Pas de contrôle,Pas de contrôle,84.09,86.76,81.41,60,86.44,94,75,59
210012142,2015,Bourgogne-Franche-Comté,27,CTRE HOSPITALIER DE LA HAUTE COTE-D'OR - CH-HCO,CH,Oui,Pas de contrôle,Pas de contrôle,63.35,65.57,61.13,60,81.82,91,69,55
210012175,2015,Bourgogne-Franche-Comté,27,HOSPICES CIVILS DE BEAUNE,CH,Oui,Pas de contrôle,Pas de contrôle,94.34,96.13,92.55,60,94.74,99,85,57
210780110,2015,Bourgogne-Franche-Comté,27,CLINIQUE SAINTE MARTHE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.18,95.88,92.48,60,75,,,4
210780136,2015,Bourgogne-Franche-Comté,27,CLINIQUE MEDICO CHIR DE CHENÔVE,Privé,Oui,Pas de contrôle,Pas de contrôle,88.97,91.26,86.68,60,78.33,88,66,60
210780581,2015,Bourgogne-Franche-Comté,27,C.H.U. DE DIJON,CHU,Oui,Pas de contrôle,Pas de contrôle,86.38,91.5,81.27,60,89.13,96,76,46
210780706,2015,Bourgogne-Franche-Comté,27,CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS,CH,Oui,Pas de contrôle,Pas de contrôle,69.96,72.23,67.69,60,84,93,71,50
210780789,2015,Bourgogne-Franche-Comté,27,CLINIQUE MEDICO-CHIRURGICALE,Privé,Oui,Pas de contrôle,Pas de contrôle,93.49,95.93,91.06,60,80.77,90,67,52
210780979,2015,Bourgogne-Franche-Comté,27,CLINIQUE DE FONTAINE,Privé,Oui,Pas de contrôle,Pas de contrôle,95.68,98.14,93.21,60,72,84,57,50
210987731,2015,Bourgogne-Franche-Comté,27,CENTRE GEORGES-FRANCOIS LECLERC,CLCC,Oui,Pas de contrôle,Pas de contrôle,96.41,97.73,95.1,60,100,100,100,60
220000020,2015,Bretagne,53,CENTRE HOSPITALIER ST BRIEUC,CH,Oui,Pas de contrôle,Pas de contrôle,79.23,82.53,75.93,60,68.97,81,55,58
220000046,2015,Bretagne,53,CENTRE HOSPITALIER RENÉ PLÉVEN DINAN,CH,Oui,Pas de contrôle,Pas de contrôle,84.63,87.25,82.01,60,37.04,58,19,27
220000079,2015,Bretagne,53,CENTRE HOSPITALIER GUINGAMP,CH,Oui,Pas de contrôle,Pas de contrôle,80.67,83.55,77.79,60,2.94,15,0,34
220000103,2015,Bretagne,53,CENTRE HOSPITALIER LANNION,CH,Oui,Pas de contrôle,Pas de contrôle,90.89,93.4,88.39,60,73.08,84,59,52
220000111,2015,Bretagne,53,POLYCLINIQUE DU TREGOR,Privé,Oui,Pas de contrôle,Pas de contrôle,84.79,87.08,82.5,60,4.55,16,0,44
220000152,2015,Bretagne,53,CENTRE HOSPITALIER PAIMPOL,CH,Oui,Pas de contrôle,Pas de contrôle,74.6,76.67,72.54,60,46.67,60,34,60
220000301,2015,Bretagne,53,CHP ST-BRIEUC - SITE STE-THERESE,Privé,Oui,Pas de contrôle,Pas de contrôle,80.18,83.58,76.77,60,78.26,93,56,23
220005599,2015,Bretagne,53,POLYCLINIQUE DU PAYS DE RANCE,Privé,Oui,Pas de contrôle,Pas de contrôle,95.98,97.41,94.54,60,80.77,90,67,52
230780041,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER  GUERET,CH,Oui,Pas de contrôle,Pas de contrôle,81.91,84.47,79.35,60,33.33,50,19,39
230780058,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER  AUBUSSON,CH,Oui,Pas de contrôle,Pas de contrôle,82.1,83.85,80.36,60,55,68,42,60
230780157,2015,Nouvelle Aquitaine,75,CLINIQUE DE LA MARCHE,Privé,Oui,Recueil Validé,Recueil Validé,77.75,81.43,74.06,60,63.27,77,48,49
240000059,2015,Nouvelle Aquitaine,75,CTRE HOSPITALIER BERGERAC,CH,Oui,Pas de contrôle,Pas de contrôle,73.1,75.95,70.25,60,70.83,83,56,48
240000117,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER PERIGUEUX,CH,Oui,Pas de contrôle,Pas de contrôle,73.33,76.99,69.66,60,22,36,11,50
240000190,2015,Nouvelle Aquitaine,75,POLYCLINIQUE FRANCHEVILLE,Privé,Oui,Pas de contrôle,Pas de contrôle,97.19,98.56,95.82,60,87.72,95,76,57
240000208,2015,Nouvelle Aquitaine,75,CLINIQUE PASTEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,98.35,99.4,97.31,60,100,100,100,60
240000216,2015,Nouvelle Aquitaine,75,CLINIQUE DU PARC,Privé,Oui,Recueil Validé,Recueil Validé,87.83,90.64,85.01,60,47.62,64,32,42
240000448,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER JEAN LECLAIRE,CH,Oui,Pas de contrôle,Pas de contrôle,70.79,73.73,67.86,60,79.63,89,66,54
250000015,2015,Bourgogne-Franche-Comté,27,CHU BESANCON,CHU,Oui,Pas de contrôle,Pas de contrôle,86.75,88.94,84.55,60,87.76,95,75,49
250000270,2015,Bourgogne-Franche-Comté,27,CLINIQUE SAINT-VINCENT,Privé,Oui,Pas de contrôle,Pas de contrôle,88.67,91.95,85.39,60,58.62,77,39,29
250000452,2015,Bourgogne-Franche-Comté,27,CHI DE HAUTE-COMTÉ,CH,Oui,Pas de contrôle,Pas de contrôle,84.53,87.47,81.59,60,47.06,62,33,51
250011848,2015,Bourgogne-Franche-Comté,27,POLYCLINIQUE DE FRANCHE COMTE,Privé,Oui,Pas de contrôle,Pas de contrôle,83.17,86.07,80.28,60,90.7,98,78,43
260000021,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DE VALENCE,CH,Oui,Pas de contrôle,Pas de contrôle,81.97,85.37,78.58,60,71.15,83,57,52
260000047,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER MONTELIMAR,CH,Oui,Pas de contrôle,Pas de contrôle,94.56,96.54,92.58,60,34.69,50,22,49
260000054,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER CREST,CH,Oui,Pas de contrôle,Pas de contrôle,92.78,95.03,90.54,60,30.91,45,19,55
260000104,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DE DIE,CH,Oui,Pas de contrôle,Pas de contrôle,87.57,90.5,84.64,60,55.36,69,41,56
260000260,2015,Auvergne-Rhône-Alpes,84,CLINIQUE LA PARISIERE,Privé,Oui,Pas de contrôle,Pas de contrôle,82.34,84.75,79.93,60,100,100,100,60
260003017,2015,Auvergne-Rhône-Alpes,84,SA CLINIQUE KENNEDY,Privé,Oui,Pas de contrôle,Pas de contrôle,92.57,94.71,90.44,60,76.79,87,64,56
260006267,2015,Auvergne-Rhône-Alpes,84,CLINIQUE GENERALE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.73,93.72,91.75,60,95,99,86,60
260016910,2015,Auvergne-Rhône-Alpes,84,HOPITAUX DROME NORD,CH,Oui,Pas de contrôle,Pas de contrôle,83.03,85.82,80.24,60,67.24,79,54,58
270000060,2015,Normandie,28,CENTRE HOSPITALIER DE BERNAY,CH,Oui,Pas de contrôle,Pas de contrôle,66.69,69.88,63.51,60,21.15,35,11,52
270000086,2015,Normandie,28,CENTRE HOSPITALIER DE GISORS,CH,Oui,Pas de contrôle,Pas de contrôle,73.94,76.89,70.99,60,90.38,97,79,52
270000102,2015,Normandie,28,C H DE LA RISLE- PONT AUDEMER,CH,Oui,Pas de contrôle,Pas de contrôle,63,64.69,61.3,60,77.27,89,62,44
270000326,2015,Normandie,28,CLINIQUE PASTEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,85.8,88.21,83.4,60,49.15,63,36,59
270000862,2015,Normandie,28,CLINIQUE BERGOUIGNAN,Privé,Oui,Pas de contrôle,Pas de contrôle,94.13,96.28,91.98,60,88.68,96,77,53
270023724,2015,Normandie,28,CHI EURE SEINE HOPITAUX EVREUX-VERNON,CH,Oui,Pas de contrôle,Pas de contrôle,82.75,85.68,79.81,60,69.49,81,56,59
280000134,2015,Centre-Val de Loire,24,CH CHARTRES,CH,Oui,Pas de contrôle,Pas de contrôle,84.06,87.52,80.61,60,72.09,85,56,43
280000159,2015,Centre-Val de Loire,24,CLINI NOTRE DAME DE BON SECOURS,Privé,Oui,Pas de contrôle,Pas de contrôle,77.79,81.88,73.7,60,0,0,0,60
280000183,2015,Centre-Val de Loire,24,C.H. VICTOR JOUSSELIN,CH,Oui,Pas de contrôle,Pas de contrôle,77.29,80.43,74.16,60,80,90,65,45
280000589,2015,Centre-Val de Loire,24,C.H. DE NOGENT LE ROTROU,CH,Oui,Pas de contrôle,Pas de contrôle,95.5,97.54,93.46,60,84.75,93,73,59
280500075,2015,Centre-Val de Loire,24,C.H. DE CHATEAUDUN,CH,Oui,Pas de contrôle,Pas de contrôle,68.21,71.13,65.3,60,56.6,70,42,53
280505777,2015,Centre-Val de Loire,24,NOUVELLE CLINIQUE SAINT FRANCOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,85.95,88.96,82.94,60,0,0,0,42
290000017,2015,Bretagne,53,C.H.U.  BREST,CHU,Oui,Pas de contrôle,Pas de contrôle,82.79,86.59,78.98,60,32.69,47,20,52
290000041,2015,Bretagne,53,CENTRE HOSPITALIER FERDINAND GRALL LANDERNEAU,CH,Oui,Pas de contrôle,Pas de contrôle,83.21,86.54,79.88,60,28.95,46,15,38
290000074,2015,Bretagne,53,CENTRE HOSPITALIER DOUARNENEZ,CH,Oui,Pas de contrôle,Pas de contrôle,79.47,83.04,75.89,60,0,0,0,59
290000140,2015,Bretagne,53,CLINIQUE PASTEUR-SAINT ESPRIT,Privé,Oui,Pas de contrôle,Pas de contrôle,77.4,81.33,73.47,60,60,,,5
290000207,2015,Bretagne,53,CLINIQUE ST MICHEL ET STE ANNE,Privé,Oui,Pas de contrôle,Pas de contrôle,85.07,87.59,82.55,56,100,,,4
290000215,2015,Bretagne,53,POLYCLINIQUE QUIMPER SUD,Privé,Oui,Pas de contrôle,Pas de contrôle,84.98,87.58,82.38,60,49.02,63,35,51
290000728,2015,Service de santé des armées,12,HÔPITAL D'INSTRUCTION DES ARMÉES CLERMONT-TONNERRE,CH,Oui,Pas de contrôle,Pas de contrôle,93.35,95.33,91.36,60,100,100,100,59
290000785,2015,Bretagne,53,HÔTEL DIEU PONT-L'ABBE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,62.31,64.04,60.57,60,0,0,0,60
290004142,2015,Bretagne,53,CLINIQUE DU GRAND LARGE,Privé,Oui,Pas de contrôle,Pas de contrôle,53.74,57.35,50.13,60,0,,,4
290019777,2015,Bretagne,53,POLYCLINIQUE DE KERAUDREN,Privé,Oui,Pas de contrôle,Pas de contrôle,84.55,86.95,82.16,60,40,,,5
290020700,2015,Bretagne,53,CENTRE HOSPITALIER INTERCOMMUNAL DE CORNOUAILLE QU,CH,Oui,Pas de contrôle,Pas de contrôle,85.16,88.27,82.05,60,19.15,33,9,47
290021542,2015,Bretagne,53,CENTRE HOSPITALIER DES PAYS DE MORLAIX,CH,Oui,Pas de contrôle,Pas de contrôle,93.53,96.21,90.84,60,82.61,92,69,46
290023431,2015,Bretagne,53,CMC BAIE DE MORLAIX,Privé,Oui,Pas de contrôle,Pas de contrôle,97.36,98.98,95.73,60,91.49,98,80,47
2A0000014,2015,Corse,94,CENTRE HOSPITALIER GAL D'AJACCIO,CH,Oui,Recueil Validé,Recueil Validé,56.58,61.38,51.77,60,9.09,24,2,33
2A0000139,2015,Corse,94,SA CLINISUD,Privé,Oui,Pas de contrôle,Pas de contrôle,94.36,96.57,92.16,60,81.03,90,69,58
2A0000154,2015,Corse,94,CLINIQUE DU SUD DE LA CORSE,Privé,Oui,Pas de contrôle,Pas de contrôle,95.86,97.86,93.87,60,96.61,99,88,59
2B0000020,2015,Corse,94,CENTRE HOSPITALIER BASTIA,CH,Oui,Pas de contrôle,Pas de contrôle,85.87,89.85,81.9,60,79.55,90,65,44
2B0000079,2015,Corse,94,CLINIQUE DR FILIPPI,Privé,Oui,Pas de contrôle,Pas de contrôle,86.69,89.06,84.32,60,87.93,95,77,58
2B0000392,2015,Corse,94,POLYCLINIQUE DE FURIANI,Privé,Oui,Pas de contrôle,Pas de contrôle,94.73,96.43,93.03,60,43.33,57,31,60
300002508,2015,Occitanie,76,CENTRE DE CHIRURGIE AMBULATOIRE DES HAUTS D'AVIGNO,Privé,Oui,Pas de contrôle,Pas de contrôle,92.28,92.31,92.24,60,100,100,100,60
300780038,2015,Occitanie,76,CHU NIMES,CHU,Oui,Pas de contrôle,Pas de contrôle,96.95,98.3,95.61,60,62.5,75,49,56
300780046,2015,Occitanie,76,CH ALES,CH,Oui,Pas de contrôle,Pas de contrôle,68.13,72.18,64.08,60,68.09,81,53,47
300780053,2015,Occitanie,76,CH BAGNOLS SUR CEZE,CH,Oui,Pas de contrôle,Pas de contrôle,93.31,95.88,90.73,60,72.88,84,60,59
300780137,2015,Occitanie,76,ASSOCIATION CLINIQUE BONNEFON (EX MSP),Privé,Oui,Pas de contrôle,Pas de contrôle,88.68,90.86,86.49,60,100,100,100,54
300780152,2015,Occitanie,76,HOPITAL PRIVE LES FRANCISCAINES,Privé,Oui,Pas de contrôle,Pas de contrôle,86.83,90.31,83.35,60,95.83,99,79,24
300780228,2015,Occitanie,76,POLYCLINIQUE LA GARAUD,Privé,Non,Pas de contrôle,Pas de contrôle,,,,,,,,
300780285,2015,Occitanie,76,CLINIQUE VALDEGOUR,Privé,Oui,Pas de contrôle,Pas de contrôle,,,,0,,,,0
300781465,2015,Occitanie,76,CLINIQUE KENNEDY,Privé,Oui,Pas de contrôle,Pas de contrôle,92.2,95.01,89.39,60,78.72,89,64,47
300788502,2015,Occitanie,76,POLYCLINIQUE DU GRAND SUD,Privé,Oui,Pas de contrôle,Pas de contrôle,96.88,98.51,95.25,60,94.92,99,86,59
310026083,2015,Occitanie,76,CLINIQUE SAINT-CYPRIEN RIVE GAUCHE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.14,95.98,92.3,60,88.68,96,77,53
310780101,2015,Occitanie,76,CLINIQUE SAINT JEAN LANGUEDOC,Privé,Oui,Pas de contrôle,Pas de contrôle,79.14,82.63,75.65,60,100,100,100,49
310780150,2015,Occitanie,76,CLINIQUE MEDIPOLE GARONNE,Privé,Oui,Pas de contrôle,Pas de contrôle,86.38,89.34,83.42,60,59.52,74,43,42
310780259,2015,Occitanie,76,S.A. CLINIQUE PASTEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,97.05,99.4,94.7,53,86.05,95,72,43
310780283,2015,Occitanie,76,NOUVELLE CLINIQUE DE L'UNION,Privé,Oui,Pas de contrôle,Pas de contrôle,77.63,80.43,74.84,60,89.66,96,79,58
310780309,2015,Occitanie,76,POLYCLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,85.61,89.19,82.04,60,100,100,100,56
310780366,2015,Occitanie,76,CLINIQUE MONIE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.69,98.05,87.33,60,85,93,73,60
310780382,2015,Occitanie,76,CLINIQUE AMBROISE PARE,Privé,Oui,Recueil Non Validé,Recueil Non Validé,,,,,,,,
310780671,2015,Occitanie,76,CH SAINT-GAUDENS,CH,Oui,Pas de contrôle,Pas de contrôle,89.21,91.23,87.2,60,32,54,15,25
310781000,2015,Occitanie,76,CLINIQUE DES CEDRES,Privé,Oui,Recueil Validé,Recueil Validé,78.09,82.71,73.48,60,83.33,94,67,36
310781067,2015,Occitanie,76,HOPITAL JOSEPH DUCUING,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,78.62,82.24,75,60,87.8,96,74,41
310781406,2015,Occitanie,76,CHR TOULOUSE,CHU,Oui,Recueil Validé,Recueil Validé,82.75,85.96,79.54,60,97.73,99,88,44
310781505,2015,Occitanie,76,CLINIQUE D'OCCITANIE,Privé,Oui,Pas de contrôle,Pas de contrôle,93.26,95.53,90.99,60,98.33,99,91,60
310782347,2015,Occitanie,76,INSTITUT CLAUDIUS REGAUD,CLCC,Oui,Pas de contrôle,Pas de contrôle,97.69,99.23,96.16,60,98.28,99,91,58
320780067,2015,Occitanie,76,CLINIQUE DU DR CARLIER,Privé,Oui,Pas de contrôle,Pas de contrôle,75.63,77.77,73.49,60,100,100,100,60
320780117,2015,Occitanie,76,CH AUCH,CH,Oui,Pas de contrôle,Pas de contrôle,88.28,90.37,86.2,60,94.12,99,84,51
330000332,2015,Nouvelle Aquitaine,75,HOPITAL SUBURBAIN,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,95.27,96.76,93.78,60,86.67,94,75,60
330000340,2015,Nouvelle Aquitaine,75,M.S.P.B. BAGATELLE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,96.5,98.31,94.7,60,82.35,92,69,51
330000662,2015,Nouvelle Aquitaine,75,INSTITUT BERGONIE,CLCC,Oui,Pas de contrôle,Pas de contrôle,98.68,99.44,97.92,60,75.47,86,62,53
330027509,2015,Nouvelle Aquitaine,75,CTRE HOSP INTERCOMMUNAL SUD GIRONDE,CH,Oui,Pas de contrôle,Pas de contrôle,91.64,94.18,89.1,60,40,55,26,50
330780040,2015,Nouvelle Aquitaine,75,CLINIQUE CHIRURGICALE BEL AIR,Privé,Oui,Pas de contrôle,Pas de contrôle,86.48,89.23,83.74,60,90,97,76,40
330780081,2015,Nouvelle Aquitaine,75,CLINIQUE SAINT AUGUSTIN,Privé,Oui,Pas de contrôle,Pas de contrôle,89.84,92.5,87.18,60,89.47,97,75,38
330780115,2015,Nouvelle Aquitaine,75,CLINIQUE TIVOLI-DUCOS,Privé,Oui,Pas de contrôle,Pas de contrôle,89.99,93.85,86.13,60,48,63,34,50
330780206,2015,Nouvelle Aquitaine,75,CLINIQUE D'ARCACHON,Privé,Oui,Pas de contrôle,Pas de contrôle,95.82,97.26,94.38,60,96.08,99,86,51
330780255,2015,Nouvelle Aquitaine,75,CLINIQUE DU LIBOURNAIS,Privé,Oui,Pas de contrôle,Pas de contrôle,98.5,99.57,97.44,60,96.3,99,81,27
330780263,2015,Nouvelle Aquitaine,75,POLYCLINIQUE BORDEAUX RIVE DROITE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.46,93.37,89.55,60,80,96,52,15
330780271,2015,Nouvelle Aquitaine,75,CLINIQUE DU SPORT DE BORDEAUX MERIGNAC,Privé,Oui,Recueil Validé,Recueil Validé,99.86,100,99.59,60,98.25,99,91,57
330780354,2015,Nouvelle Aquitaine,75,POLYCLINIQUE BORDEAUX CAUDERAN,Privé,Oui,Pas de contrôle,Pas de contrôle,80.66,85.7,75.62,60,100,100,100,57
330780479,2015,Nouvelle Aquitaine,75,POLYCLINIQUE BX-NORD AQUITAINE,Privé,Oui,Pas de contrôle,Pas de contrôle,89.83,93.07,86.6,60,81.13,91,68,53
330780487,2015,Nouvelle Aquitaine,75,CLINIQUE OPHTALMOLOGIQUE THIERS,Privé,Oui,Pas de contrôle,Pas de contrôle,92.94,94.95,90.93,60,98.31,99,91,59
330780495,2015,Nouvelle Aquitaine,75,CLINIQUE MUTUALISTE DU MEDOC,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,81.22,83.99,78.46,60,91.89,98,78,37
330780503,2015,Nouvelle Aquitaine,75,POLYCLINIQUE SAINT MARTIN,Privé,Oui,Pas de contrôle,Pas de contrôle,90.41,94.04,86.78,60,50,68,32,32
330780511,2015,Nouvelle Aquitaine,75,CLINIQUE SAINTE ANNE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.56,95.1,90.02,60,93.33,98,84,60
330780529,2015,Nouvelle Aquitaine,75,CLINIQUE MUTUALISTE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,76.33,79.71,72.95,60,25.42,38,15,59
330780537,2015,Nouvelle Aquitaine,75,CLINIQUE WALLERSTEIN,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,88.31,89.55,87.06,60,58.18,71,44,55
330781196,2015,Nouvelle Aquitaine,75,C.H.U. DE BORDEAUX,CHU,Oui,Pas de contrôle,Pas de contrôle,75.21,79.3,71.12,60,61.9,76,46,42
330781204,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER D'ARCACHON,CH,Oui,Pas de contrôle,Pas de contrôle,88.78,91.68,85.89,60,82.46,91,70,57
330781220,2015,Nouvelle Aquitaine,75,CH DE LA HAUTE GIRONDE,CH,Oui,Pas de contrôle,Pas de contrôle,92.9,94.96,90.84,60,74.47,86,60,47
330781253,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER DE LIBOURNE,CH,Oui,Pas de contrôle,Pas de contrôle,88.33,91.76,84.89,60,63.27,77,48,49
330781303,2015,Service de santé des armées,12,HÔPITAL D'INSTRUCTION DES ARMÉES ROBERT PICQUE,CH,Oui,Pas de contrôle,Pas de contrôle,95.71,97.45,93.98,60,100,100,100,28
330781402,2015,Nouvelle Aquitaine,75,POLYCLINIQUE DE BORDEAUX - TONDU,Privé,Oui,Pas de contrôle,Pas de contrôle,95.35,96.89,93.81,60,79.59,90,66,49
330782582,2015,Nouvelle Aquitaine,75,POLYCLINIQUE JEAN VILLAR,Privé,Oui,Pas de contrôle,Pas de contrôle,96.87,98.56,95.18,60,100,100,100,57
340000207,2015,Occitanie,76,ICM INSTITUT DU CANCER DE MONTPELLIER,CLCC,Oui,Pas de contrôle,Pas de contrôle,95.64,97.41,93.87,60,64.86,80,47,37
340009885,2015,Occitanie,76,POLYCLINIQUE CHAMPEAU,Privé,Oui,Pas de contrôle,Pas de contrôle,99.13,99.89,98.37,60,93.33,99,68,15
340011295,2015,Occitanie,76,LES HOPITAUX DU BASSIN DE THAU,CH,Oui,Pas de contrôle,Pas de contrôle,91.62,93.88,89.35,60,12.28,24,5,57
340015502,2015,Occitanie,76,CLINIQUE LE MILLENAIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,76.62,80.03,73.2,60,86.21,96,68,29
340015965,2015,Occitanie,76,SAS POLYCLINIQUE SAINT PRIVAT,Privé,Oui,Pas de contrôle,Pas de contrôle,82.62,85.1,80.14,60,73.08,84,59,52
340780055,2015,Occitanie,76,CH BEZIERS,CH,Oui,Pas de contrôle,Pas de contrôle,84.65,87.97,81.32,60,68.63,81,54,51
340780139,2015,Occitanie,76,CLINIQUE DU DR. CAUSSE,Privé,Oui,Pas de contrôle,Pas de contrôle,98.48,99.58,97.37,60,80,90,66,50
340780147,2015,Occitanie,76,POLYCLINIQUE DES 3 VALLEES,Privé,Oui,Pas de contrôle,Pas de contrôle,100,100,100,60,100,100,100,59
340780154,2015,Occitanie,76,POLYCLINIQUE PASTEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,100,100,100,60,100,100,100,60
340780477,2015,Occitanie,76,CHU MONTPELLIER,CHU,Oui,Pas de contrôle,Pas de contrôle,84.4,87.69,81.12,60,49.06,63,35,53
340780634,2015,Occitanie,76,POLYCLINIQUE  SAINT-JEAN,Privé,Oui,Pas de contrôle,Pas de contrôle,96.49,98.33,94.64,60,96.55,99,88,58
340780642,2015,Occitanie,76,CLINIQUE BEAU SOLEIL,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,94.69,96.66,92.71,60,96.67,99,88,60
340780667,2015,Occitanie,76,CLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,96.59,98.08,95.1,60,60.61,77,42,33
340780675,2015,Occitanie,76,CLINIQUE CLEMENTVILLE,Privé,Oui,Pas de contrôle,Pas de contrôle,98.71,99.89,97.52,60,100,100,100,59
340780683,2015,Occitanie,76,POLYCLINIQUE SAINT ROCH,Privé,Oui,Pas de contrôle,Pas de contrôle,99.11,100,98,60,97.78,99,88,45
340780717,2015,Occitanie,76,CLINIQUE SAINT- LOUIS,Privé,Oui,Pas de contrôle,Pas de contrôle,97.75,98.94,96.55,60,88.46,96,77,52
340780725,2015,Occitanie,76,CLINIQUE VIA DOMITIA POLE DE SANTE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.08,96.1,92.06,60,74.07,85,60,54
340780741,2015,Occitanie,76,POLYCLINIQUE SAINTE THERESE,Privé,Oui,Pas de contrôle,Pas de contrôle,99.79,100,99.38,60,96.3,99,81,27
350000022,2015,Bretagne,53,CENTRE HOSPITALIER ST MALO,CH,Oui,Pas de contrôle,Pas de contrôle,80.77,84.18,77.36,60,81.08,92,65,37
350000030,2015,Bretagne,53,CENTRE HOSPITALIER FOUGERES,CH,Oui,Pas de contrôle,Pas de contrôle,88.62,91.46,85.78,60,60.87,75,45,46
350000048,2015,Bretagne,53,CENTRE HOSPITALIER REDON,CH,Oui,Pas de contrôle,Pas de contrôle,85.65,88.27,83.02,60,75,86,62,56
350000055,2015,Bretagne,53,CENTRE HOSPITALIER VITRE,CH,Oui,Pas de contrôle,Pas de contrôle,87.92,90.22,85.61,60,72,84,57,50
350000121,2015,Bretagne,53,CHP ST-GREGOIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.64,94.47,90.81,60,83.78,94,68,37
350000139,2015,Bretagne,53,CLINIQUE MUTUALISTE LA SAGESSE RENNES,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,81.95,84.87,79.04,60,87.1,96,70,31
350000196,2015,Bretagne,53,CLINIQUE DE LA COTE D'EMERAUDE,Privé,Oui,Pas de contrôle,Pas de contrôle,96.28,97.74,94.83,60,66.67,78,53,60
350002192,2015,Bretagne,53,POLYCLINIQUE SAINT LAURENT,Privé,Oui,Pas de contrôle,Pas de contrôle,95.86,97.61,94.12,60,88.37,96,75,43
350002812,2015,Bretagne,53,CRLCC E. MARQUIS,CLCC,Oui,Pas de contrôle,Pas de contrôle,82.03,86.21,77.85,60,95,99,86,60
350005146,2015,Bretagne,53,POLYCLINIQUE SEVIGNE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.37,93.6,89.13,60,74.55,85,61,55
350005179,2015,Bretagne,53,CHRU DE RENNES,CHU,Oui,Pas de contrôle,Pas de contrôle,78.68,82.5,74.86,60,72.22,86,55,36
360000053,2015,Centre-Val de Loire,24,C.H. DE CHATEAUROUX,CH,Oui,Pas de contrôle,Pas de contrôle,75.88,79.05,72.71,60,37.5,56,21,32
360000079,2015,Centre-Val de Loire,24,C H  LE BLANC,CH,Oui,Pas de contrôle,Pas de contrôle,91.86,94.66,89.07,60,98.08,99,90,52
360000129,2015,Centre-Val de Loire,24,CLINIQUE ST FRANCOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,84.8,87.72,81.88,60,66.67,78,53,60
370000051,2015,Centre-Val de Loire,24,CLINIQUE JEANNE D ARC,Privé,Oui,Pas de contrôle,Pas de contrôle,89.28,92.38,86.18,60,100,100,100,26
